file_name,relative_path,size_bytes,file_sha256,text_sha256,pages,characters,average_characters_per_page,likely_scanned,extraction_status,error,duplicate_type,duplicate_of,canonical_document_id,file_hash_repetitions,text_hash_repetitions
000000248_attachment_3.pdf,data\documents\osha\000000248_attachment_3.pdf,1573911,ba9e2a3b1770b10d5f360938aedc527112115c2ddbde211ecb157b93f911cb4b,fe323828db509f7ff9668a286e1ec73467083260dd08214e61ac889a27190e71,360,567124,1575.34,False,ok,,,,0f96964ab4db539d,2,2
000000248_attachment_4.pdf,data\documents\osha\000000248_attachment_4.pdf,5774587,44aa485f331b0babe1677a7ca44ac9cd3c5685b3ffc4a42e47d5e13fb9e89c1f,03bc5093781b760856ef260605c70b07196338d82d312c6d3ad71f39471f4974,359,565029,1573.9,False,ok,,,,e0e9c26269b8a037,2,2
000000248_attachment_5.pdf,data\documents\osha\000000248_attachment_5.pdf,6542581,4ed3a0732bafbb1abfe5e1ce3e90e3eb8d5f46570f6d6253adfa0c79ad72c84d,2de2a8adc6df9b87f63c07aab14748808e76a148c58fe14da20d542e8b68c624,416,646478,1554.03,False,ok,,,,13414184c5fbf185,2,2
000000248_attachment_6.pdf,data\documents\osha\000000248_attachment_6.pdf,6135244,f020c44d7e356f0d77f923ecf00444b5864f8c60b41555f654b4d3c208a6defb,6b7da14225e354de862494d96384ad3b3f217167743db4bc1335e070ca1634ce,381,596151,1564.7,False,ok,,,,3130c813539cad76,2,2
000000248_attachment_7.pdf,data\documents\osha\000000248_attachment_7.pdf,6517618,25c6ef63c3d849c1000ef7ce87da61504702cc14db1b0057b9393a316a221622,1200e76149969e33bdf23100842b8c64e84fa6430644e45b03444f4a32c6c846,411,645321,1570.12,False,ok,,,,3f53ef372b49c8eb,2,2
000000248_attachment_8.pdf,data\documents\osha\000000248_attachment_8.pdf,6085277,6c5aad406c99fa45f0f663a0ba65d973c8fdcd82a06e16a5e7f09c5129e5289f,8e5242a4ba045d0564c0e0132c8fdc4abbbf7ba73a3cac3affec75d30fa75aa5,364,575794,1581.85,False,ok,,,,c21db5bc505fd6fc,2,2
000000248_attachment_9.pdf,data\documents\osha\000000248_attachment_9.pdf,5880842,c0ce344a80c2d1a86fbe40bfc86a0933c423f3c912c7cc0465068e5cf8df4721,2606a73755be44cc312bcbdc4cf07030235a477efbbf378faa1679125db75e3f,366,575800,1573.22,False,ok,,,,503064bcad696143,2,2
000000251_2024-08568.pdf,data\documents\osha\000000251_2024-08568.pdf,73135195,96639757ae3bc4b1234543a13b174c4466455f6fbd6d92c472196ffe71c7157f,26de2c8d6907120b9edae70a4e33358d0cdfc5249f5ae1e4f0ead6266ae799a3,318,1625691,5112.24,False,ok,,,,5b92da53f6481eee,2,2
000000373_TemporaryWorkersFAQs.pdf,data\documents\osha\000000373_TemporaryWorkersFAQs.pdf,271229,6617750cf07e921bd671d168d5629a8945a535e9421da8d8297e6ad7abf4a929,ba3d52584d560a30a647a896efd286b380738d9feac255d14fb4219e5ed2add0,8,16246,2030.75,False,ok,,,,8f5b7f0e0758b550,7,7
000000376_2011-107.pdf,data\documents\osha\000000376_2011-107.pdf,690080,8ad16b6aa002f0f5a96e9aa2bc1bb7062a05c22aa77b4c7a0908d9af7c11f971,8d19ffb8d2f72c3d881ae6ac67114f3222207a9ff46fa7f86cf5f4025a155651,28,79278,2831.36,False,ok,,,,1aa2478bd31e0712,2,2
000000376_2020-10678.pdf,data\documents\osha\000000376_2020-10678.pdf,438183,5cc6f3aaf20a47295f56dd7eb7985a8acca8396c554ff238038285f77788f5e4,abfb39bcb4f5677d279199a25ea3b51100820bbb2245aeb996f1414bc9337347,47,351781,7484.7,False,ok,,,,810180481cc0eb9b,2,2
000000376_2020-18017.pdf,data\documents\osha\000000376_2020-18017.pdf,721231,b57ae1d37f36b8675f9565d4e13579f368bff5c283dcfdf4fd5ff30cd143dae0,a453246da630eed8eb4a3c68024d7d0e9819826ffbc8f628ad0212f52da3deec,90,659273,7325.26,False,ok,,,,dee4e7dbdbb49616,2,2
000000425_2004-135.pdf,data\documents\osha\000000425_2004-135.pdf,2434169,88d3624c5e9c8f27e8f602cc6ce358d13dd7d8ca4391b0b31795af59fed4079c,127a1f761dd3fb605929e6e6a62405e3e774804184327097de670cb2023d9d84,36,26518,736.61,False,ok,,,,35e884e5e02d086e,2,2
000000425_CPWR_Safety_Culture_Final_Report_0.pdf,data\documents\osha\000000425_CPWR_Safety_Culture_Final_Report_0.pdf,596758,705c7c8bcd1da02c8e180bd27b397716d5acd79babad88d469a128fc3ae191b6,50f73ed918b35013b9c52f8ff1cdc171df20ce052f71791fc1ea0b577e26e9c3,60,160350,2672.5,False,ok,,,,1410a6ae44adb4d0,2,2
000000425_ERGOVG-Toolkit_rev2011.pdf,data\documents\osha\000000425_ERGOVG-Toolkit_rev2011.pdf,335320,6208c9421f6e7e6492902621238b6203ba1e942b2128f64f67ecf60c42666695,718e432f5a4a0e92132f079b9ca8e470e0fcf64878600f638f589f4c7d6f130e,45,47519,1055.98,False,ok,,,,531aa023b0b37e9a,1,1
000000425_moc082801.pdf,data\documents\osha\000000425_moc082801.pdf,162819,520d290a2a1d6a8205ab61a751eb34f7f030a3d77f2f6fc4ca3d2e76184a2626,f88d6fc00b08540e778d401aef9e1e6cac943e8e08aa58f8bad19cb265c60435,8,23981,2997.62,False,ok,,,,5d3ca8f60f0d78b1,1,1
000000425_VPPMOCBestPractices.pdf,data\documents\osha\000000425_VPPMOCBestPractices.pdf,716876,6e7c1a2ef215e19d24865029eda5bcc8a4c57e9cdfc23cd016b8583488ebbaeb,4286bd93f9a990db7aa2617affb4ba33dc7dc470b3249e008ae82f2ae9a6c39b,3,6556,2185.33,False,ok,,,,619c0b6fadd45c2b,1,1
000000425_WP-PracticalGuidetoLI.pdf,data\documents\osha\000000425_WP-PracticalGuidetoLI.pdf,1804116,0daf7340d0bbfa898a257bf1acc8ba2a8073db77de6bcca691ad2b7c4f765ed7,bc185d3cf9cdb9e2deb42363fead807fa94c5ed367b20214dc43dbd401b27fb8,20,56788,2839.4,False,ok,,,,6dc8512224df021c,1,1
000000426_goals.pdf,data\documents\osha\000000426_goals.pdf,4750369,aa62c02c7e1e88c3570d04b81a3b29045bd3954fbbfa2a2e4baa5a3d39e3aa77,04ce405ce9252ef2f21d03599890f5e59f4990df39b15cc746ac899582e94ca7,37,10740,290.27,False,ok,,,,aff2bbff739657ae,1,1
